Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
0,1,1,2,0,0,-1,2,216,0,1283,0,7,1,28,12,2,13,2,2809
2,1,3,3,3,1,-1,1,244,3,92,0,2,11,27,17,0,0,8,2269
2,0,3,1,0,2,3,0,151,1,4989,2,1,20,50,3,0,0,8,2642
0,1,2,1,0,1,-1,0,259,2,18,2,6,3,35,1,1,7,14,2009
1,1,1,0,3,1,-1,0,241,0,54,1,3,5,5,20,2,8,10,2168
0,1,3,3,1,0,-1,2,271,3,506,2,5,8,40,21,2,8,8,3114
0,1,0,0,0,1,-1,0,178,2,52,3,1,10,34,18,1,2,10,1736
1,1,2,3,3,0,-1,2,151,2,559,0,2,20,24,3,0,12,11,1180
0,1,1,3,2,0,-1,0,80,2,1230,1,1,16,18,0,1,9,10,1107
3,1,0,2,2,0,-1,0,281,3,737,2,5,20,27,20,2,11,12,2919
3,1,2,2,0,0,-1,0,179,0,550,0,3,4,48,19,2,1,11,2539
2,1,3,2,0,1,-1,0,150,3,71,3,7,16,33,23,2,13,13,3244
3,1,2,1,1,2,2,2,110,2,2041,2,2,15,43,20,0,14,15,1804
0,0,3,0,2,0,-1,2,101,2,68,1,3,13,1,5,0,15,15,881
1,1,3,0,0,0,-1,1,87,3,677,2,6,17,4,2,0,10,13,2857
0,1,2,3,2,2,1,2,222,0,2212,3,7,15,26,11,1,4,15,3319
2,1,0,3,3,1,-1,2,118,1,39,2,6,20,4,17,0,11,3,926
3,1,0,3,3,2,3,2,235,2,3368,2,7,12,27,16,0,10,11,2042
3,1,1,2,0,0,-1,1,173,0,1219,0,4,21,0,0,2,0,7,1920
2,1,3,1,3,2,1,0,216,0,3757,3,3,14,8,22,0,6,7,2451
2,1,0,0,0,0,-1,0,97,3,552,3,2,9,3,2,2,13,5,2196
2,1,0,0,3,1,-1,0,193,3,2,0,7,5,36,11,2,2,10,2929
2,1,3,3,0,2,3,1,144,1,5134,3,5,5,11,13,0,5,3,2714
0,1,0,0,2,2,3,0,188,3,1230,2,2,24,17,20,0,13,2,3088
2,0,0,0,1,0,-1,2,270,2,377,3,2,17,5,18,1,2,10,895
0,0,1,3,0,2,1,0,167,3,1630,2,5,5,28,0,0,4,2,3231
2,0,0,3,3,2,4,0,181,3,3900,1,6,15,31,11,0,1,8,2312
0,1,1,2,2,0,-1,2,99,1,165,2,7,21,24,13,2,6,14,1743
1,0,2,1,2,0,-1,0,143,1,1100,0,4,21,10,19,1,11,6,1741
0,1,3,3,0,1,-1,0,88,3,37,0,2,13,43,19,1,7,15,3309
0,0,0,0,2,0,-1,2,102,1,1215,0,3,21,6,23,1,5,7,1177
3,0,1,2,3,1,-1,2,149,0,8,2,7,7,33,23,0,7,6,1631
0,1,2,3,0,0,-1,2,76,0,302,1,6,8,3,13,0,10,11,2524
2,1,2,2,3,0,-1,2,268,0,1343,0,7,12,17,15,1,5,1,2167
1,0,0,2,2,2,3,1,246,3,9671,1,3,5,12,0,0,10,5,4922
3,0,3,1,2,2,1,2,54,1,6465,3,2,16,13,20,2,7,6,2328
0,1,1,1,1,0,-1,1,158,2,647,1,1,15,31,6,2,1,9,940
0,0,1,3,3,2,1,1,94,0,421,0,2,18,11,1,1,10,14,1146
1,1,3,3,1,1,-1,2,173,3,50,1,1,4,42,1,0,11,9,3287
1,0,3,0,2,1,-1,0,124,0,16,2,4,14,20,13,2,0,6,1835
2,1,1,3,3,2,3,1,86,3,4276,2,6,10,26,11,1,5,2,3197
3,1,2,0,3,2,4,0,174,0,2218,3,1,24,33,18,2,6,4,1984
0,0,1,2,1,2,2,2,185,1,6994,2,4,4,4,6,1,13,6,2079
3,1,1,1,3,2,2,1,296,3,6883,2,3,19,4,12,1,11,14,3122
1,0,1,3,3,2,2,1,87,0,4737,0,7,16,13,8,2,9,5,2545
2,1,1,0,0,1,-1,0,122,3,43,1,2,12,12,24,1,2,8,2620
3,0,1,0,2,2,4,1,173,0,5027,3,6,15,36,9,2,0,6,1799
2,0,1,3,3,2,0,0,135,1,5330,3,7,6,23,3,2,11,13,2813
3,0,0,1,0,2,2,0,165,3,7390,0,3,11,0,9,1,5,7,3040
2,0,2,1,2,0,-1,1,223,1,1586,2,5,2,29,24,2,5,2,1327
3,1,2,1,1,0,-1,0,85,3,224,3,7,2,15,15,1,13,10,2752
3,1,1,2,2,2,3,1,263,1,2929,3,6,2,4,16,2,0,5,2211
1,0,0,1,3,1,-1,1,191,0,81,3,7,20,21,1,2,3,3,1589
3,1,3,0,0,1,-1,1,224,3,61,1,5,5,13,2,2,2,13,2905
0,0,2,3,1,2,3,0,150,0,546,1,3,14,39,9,1,4,6,2594
0,0,1,0,1,0,-1,1,149,1,1560,2,3,1,37,13,0,14,8,1515
3,1,2,1,2,0,-1,2,144,2,560,1,6,1,49,7,0,7,9,2281
1,0,2,1,3,1,-1,2,170,0,93,0,2,0,49,9,1,9,3,2003
3,0,0,1,3,1,-1,2,198,0,39,3,6,10,1,0,0,5,12,1163
0,0,3,2,3,2,1,1,128,3,9745,1,1,19,45,1,0,15,5,4556
1,0,1,2,0,1,-1,2,81,2,74,2,6,13,26,24,2,5,4,1417
2,1,3,1,0,0,-1,2,93,2,1846,2,5,19,2,18,2,1,11,899
3,1,1,2,1,0,-1,1,295,2,706,2,7,19,5,22,1,15,11,1221
0,0,0,0,1,1,-1,1,119,3,21,1,3,12,5,0,0,2,0,2186
2,0,1,3,2,0,-1,0,222,0,103,0,3,9,4,19,0,7,2,1538
3,1,1,3,0,1,-1,2,298,2,52,1,7,20,29,13,1,4,6,2502
2,1,2,3,0,2,4,1,52,2,8797,2,7,13,23,5,2,3,14,1059
3,0,2,1,2,1,-1,1,299,2,47,0,1,12,1,13,0,13,7,820
0,0,3,0,1,0,-1,2,92,1,1967,3,4,8,15,22,1,12,9,1348
1,1,3,3,2,2,3,2,273,1,9980,2,7,17,45,20,1,4,7,5663
2,0,0,2,3,0,-1,2,62,1,1232,2,5,6,16,16,0,13,9,904
1,1,3,2,0,1,-1,1,231,0,51,1,5,1,44,0,2,11,12,3046
0,0,3,3,2,2,3,1,146,1,3192,2,4,12,41,24,2,6,7,2248
1,0,0,3,3,1,-1,1,182,3,24,1,4,6,3,5,1,6,0,2436
0,1,3,2,2,1,-1,0,181,3,50,2,4,21,28,24,1,6,9,3172
1,1,3,2,2,2,0,2,78,1,798,1,3,0,33,13,1,2,9,2401
1,1,1,3,3,0,-1,1,140,1,409,2,1,21,25,18,1,11,3,1224
3,0,1,0,3,2,4,2,229,2,2389,1,5,24,38,23,2,5,8,1480
0,0,2,0,2,2,3,0,82,0,9773,0,2,5,12,21,1,7,9,4307
0,1,2,1,3,0,-1,2,284,2,1328,0,2,5,38,10,2,11,10,1638
2,0,1,0,3,0,-1,1,155,2,1478,3,4,19,47,22,2,9,14,1110
3,1,0,0,0,0,-1,2,245,3,1308,2,3,9,12,12,0,1,3,2449
0,1,2,2,1,2,1,2,230,3,3310,0,4,13,11,3,1,7,7,3881
1,0,2,3,0,1,-1,1,139,2,75,3,2,14,42,13,0,13,2,1576
2,0,1,0,1,0,-1,2,175,2,1774,2,1,12,25,8,2,0,2,980
0,1,1,3,0,2,2,1,95,0,2910,3,3,12,5,5,0,4,13,2708
0,0,1,2,3,1,-1,2,70,1,98,3,1,8,35,15,2,5,7,909
1,1,2,0,0,1,-1,0,167,3,13,2,6,7,41,2,0,9,13,3690
3,0,3,1,0,0,-1,1,210,0,1098,1,7,16,22,11,0,13,15,2416
3,0,3,0,0,1,-1,0,294,2,0,2,7,21,41,6,2,1,2,1276
1,0,1,2,3,0,-1,2,146,1,854,2,4,20,31,17,1,6,1,1499
1,1,0,3,3,1,-1,1,140,3,85,3,3,3,30,14,0,6,8,3069
2,1,2,2,0,1,-1,0,239,3,89,3,1,19,17,20,1,10,14,2696
1,0,1,2,2,2,2,0,258,1,7715,0,2,7,46,22,0,2,2,3432
3,0,2,3,1,1,-1,0,108,2,59,0,2,1,4,6,1,5,13,763
0,0,0,0,1,1,-1,1,291,1,51,2,5,24,42,22,0,10,6,1531
1,0,2,3,1,2,0,0,188,1,2553,1,3,4,29,9,2,14,5,3050
3,1,0,2,0,1,-1,2,142,2,65,3,3,10,43,22,0,8,14,1988
2,0,0,2,2,0,-1,1,69,3,274,2,4,11,30,10,1,3,3,1852
3,0,0,3,2,1,-1,1,209,3,50,1,2,3,39,5,0,11,7,2296
0,0,3,3,3,0,-1,2,58,0,219,3,7,14,18,2,0,8,9,1757
1,0,0,3,3,2,2,2,231,0,6510,3,6,23,19,1,2,3,2,2744
0,1,0,3,0,1,-1,2,216,1,18,0,2,17,34,4,0,10,8,1985
3,1,1,3,3,0,-1,0,163,2,1118,3,4,12,33,24,0,10,3,1275
2,0,2,2,0,0,-1,1,147,1,1095,1,1,18,42,10,1,7,4,1586
3,1,2,0,2,1,-1,1,217,1,23,2,4,24,48,8,2,3,13,1681
1,1,3,1,2,1,-1,1,238,0,83,2,4,21,33,15,1,11,2,2230
1,1,0,2,1,1,-1,1,251,0,20,1,7,7,21,8,0,13,10,3099
2,1,0,2,3,2,2,0,60,2,7285,1,1,14,7,0,1,14,2,1757
1,0,0,0,0,0,-1,1,175,1,405,3,4,7,27,10,2,12,15,1532
2,1,0,0,3,2,0,2,266,0,6743,0,1,20,23,18,0,4,2,4416
0,1,3,2,2,1,-1,0,114,1,8,0,6,19,13,9,1,10,11,1701
1,1,0,0,1,1,-1,0,132,3,41,3,7,16,47,23,1,4,13,4194
2,1,0,2,1,0,-1,1,106,0,1059,2,3,12,26,6,0,12,1,1634
3,0,0,2,1,1,-1,0,108,1,49,0,2,23,23,6,0,6,15,1329
0,1,1,3,1,1,-1,1,145,3,26,2,7,3,24,6,1,4,2,2901
2,1,0,2,0,0,-1,0,84,0,1345,2,2,1,49,18,1,4,3,2536
0,1,1,0,2,1,-1,1,171,3,93,0,4,24,23,23,0,2,1,3100
2,0,2,2,1,1,-1,0,68,3,0,2,3,5,44,11,2,11,9,2180
2,1,2,1,1,1,-1,0,275,2,63,2,6,21,30,22,0,9,9,1629
1,1,3,2,1,1,-1,2,217,2,44,0,2,8,32,10,2,13,2,1493
2,0,0,0,2,2,0,0,139,1,1025,1,1,12,14,20,2,6,11,1543
2,0,1,2,3,0,-1,1,141,0,265,2,1,22,47,11,2,15,15,1389
1,1,2,3,2,1,-1,1,146,1,59,1,7,22,1,1,0,7,14,2118
1,0,1,3,1,1,-1,2,221,0,60,3,6,16,26,23,1,11,0,2288
0,0,0,0,1,0,-1,0,198,0,1906,0,5,2,15,7,2,0,4,2167
3,0,2,3,2,2,4,2,296,0,6798,1,5,4,13,6,1,5,2,2055
0,1,3,3,1,0,-1,1,110,3,996,1,3,18,18,10,0,1,10,2618
1,0,0,3,3,2,1,0,204,3,3002,2,1,10,36,21,0,6,15,3468
2,1,2,1,1,1,-1,0,108,2,34,2,2,11,40,13,0,8,10,1515
0,1,1,0,0,0,-1,0,285,0,29,3,4,19,18,8,0,4,14,2747
2,1,0,0,3,0,-1,0,98,2,525,1,4,0,13,12,0,0,7,1261
3,1,0,0,0,2,1,0,122,2,1298,0,6,19,47,21,2,7,8,2690
2,1,0,1,2,2,0,1,282,1,8881,2,7,0,4,14,2,2,4,4323
0,1,0,1,3,0,-1,0,78,3,567,0,7,16,9,0,2,4,6,2978
3,0,2,3,2,0,-1,1,74,0,673,0,1,6,19,3,0,7,9,1463
1,1,3,1,0,1,-1,1,176,2,9,1,6,9,21,16,1,14,15,2181
1,0,2,1,2,0,-1,1,228,1,970,2,1,20,48,12,0,8,10,1951
1,0,2,0,1,0,-1,1,143,3,541,2,6,13,35,20,0,14,0,3080
3,1,0,1,0,2,2,1,86,3,49,2,4,8,6,24,0,13,0,2363
0,0,3,3,1,1,-1,0,117,2,51,0,4,17,41,10,2,3,3,1408
2,0,3,1,3,1,-1,0,165,0,80,2,4,14,39,3,0,6,3,1550
1,0,0,1,3,2,0,0,223,2,8741,2,1,22,32,23,2,5,6,4562
0,1,2,1,1,0,-1,2,57,3,1863,1,7,19,4,16,1,7,4,3415
0,1,0,2,0,1,-1,0,172,3,99,2,3,3,24,15,0,14,2,3114
3,0,0,0,0,1,-1,2,292,3,23,2,7,0,47,13,2,15,11,2668
0,1,2,3,1,0,-1,0,298,2,159,1,1,3,7,17,2,10,6,1242
2,1,1,1,1,0,-1,2,134,3,287,0,4,24,28,5,2,3,15,2358
2,1,0,2,0,0,-1,1,244,3,1539,3,6,4,50,12,0,6,2,3401
2,0,0,1,1,2,1,0,122,3,9828,3,7,18,33,7,0,13,12,4490
3,0,3,2,3,2,4,0,153,3,3457,0,1,13,15,16,2,13,11,1859
2,0,2,0,3,0,-1,2,236,1,1792,3,2,8,28,24,0,1,7,1057
3,1,0,0,1,2,0,0,202,1,7934,0,3,20,37,0,0,11,10,4631
2,0,0,2,1,0,-1,0,79,2,1312,3,2,22,15,12,2,8,12,1065
2,1,1,1,3,1,-1,2,228,1,33,2,1,0,35,10,0,7,2,1094
2,0,3,3,2,2,1,1,212,1,9242,3,7,0,33,7,2,1,0,3085
2,0,3,3,3,1,-1,2,239,3,75,1,6,24,46,0,1,1,0,2542
2,0,3,3,2,2,1,1,166,2,9704,1,4,13,36,3,2,10,0,2969
0,1,1,2,0,0,-1,1,161,2,1204,2,1,1,11,6,0,8,11,1320
2,0,2,0,0,1,-1,0,225,1,37,1,5,5,50,11,1,3,5,2155
1,0,2,1,1,2,1,2,253,2,7988,3,2,21,41,22,0,1,2,3641
0,1,0,1,1,0,-1,2,295,3,882,3,4,16,30,20,0,15,5,3199
0,1,1,3,1,2,3,2,107,1,3194,2,6,17,45,10,1,7,4,2796
3,1,2,3,3,1,-1,1,256,3,79,2,3,11,43,19,0,13,3,2654
1,0,1,3,3,0,-1,2,203,2,675,3,2,15,43,23,2,9,0,1236
3,1,1,1,1,1,-1,2,84,3,85,2,3,19,23,9,1,9,11,2233
1,1,1,1,2,0,-1,1,179,1,648,1,5,21,44,18,1,0,9,2708
2,0,1,3,1,0,-1,1,57,2,718,0,7,0,5,9,0,6,7,1184
1,0,3,0,3,0,-1,1,154,2,393,3,5,18,42,1,2,9,14,1099
3,1,1,2,3,0,-1,1,276,1,270,2,5,10,37,20,1,6,7,1526
0,0,0,0,3,0,-1,2,250,1,1638,1,7,21,10,2,2,4,14,1870
1,0,2,0,1,1,-1,1,184,2,35,0,6,1,28,13,2,14,1,1833
3,1,3,3,0,0,-1,0,179,3,1423,1,4,12,46,15,1,12,15,3516
2,1,1,2,2,0,-1,1,66,3,435,2,7,15,31,12,2,7,2,2333
1,1,2,1,2,1,-1,0,50,1,25,1,5,16,50,4,2,6,14,2718
1,1,1,0,3,0,-1,2,130,1,1950,3,3,23,43,13,0,13,9,1916
2,1,1,0,0,2,3,1,213,1,3654,2,5,4,50,12,1,13,5,2637
0,1,0,0,3,1,-1,2,233,1,74,3,3,0,11,24,0,10,11,1126
0,0,0,3,3,1,-1,2,297,1,72,2,1,3,26,6,1,15,7,1066
0,1,1,2,3,1,-1,2,79,0,57,1,3,21,4,12,0,14,0,1855
2,1,0,2,0,2,3,2,139,0,370,0,1,19,41,16,0,15,3,2258
0,0,2,3,0,1,-1,1,178,2,70,1,2,10,26,4,0,10,0,1385
3,1,2,1,2,2,3,1,293,2,8001,3,2,13,2,11,0,11,7,3201
3,0,1,0,1,1,-1,2,64,3,22,0,7,4,49,13,2,13,11,2771
3,0,0,3,1,0,-1,2,242,2,520,0,3,24,26,1,0,14,3,1331
2,1,2,3,0,2,4,1,170,0,8876,3,7,16,37,14,2,4,0,2608
3,1,3,1,0,1,-1,2,155,2,44,0,4,22,24,10,1,3,9,1414
3,0,1,2,1,0,-1,1,255,0,402,1,7,3,25,22,1,14,9,2339
0,1,2,3,3,0,-1,2,147,3,1679,1,1,5,29,12,1,11,8,2783
1,0,0,0,1,2,1,2,160,2,7440,0,7,24,41,13,0,14,4,4039
2,1,1,0,2,2,3,1,85,3,678,1,7,20,41,0,2,3,7,3036
2,1,3,2,3,0,-1,0,188,1,1319,2,7,9,30,2,0,4,9,1645
1,0,0,1,3,1,-1,0,90,0,15,1,4,9,2,19,1,1,9,1553
3,1,0,3,0,1,-1,2,259,0,6,1,6,7,18,17,1,0,10,2789
3,0,3,2,2,1,-1,2,69,2,35,2,1,7,21,19,0,14,8,1023
2,0,1,2,3,2,0,0,210,3,6683,3,1,6,1,20,2,5,7,3624
1,1,1,2,2,1,-1,1,147,3,36,3,5,18,8,11,2,12,11,2561
1,0,0,1,2,2,3,2,79,2,4195,2,3,24,50,7,2,2,8,2855
1,1,0,3,3,1,-1,2,226,3,21,3,4,6,9,17,1,1,15,2267
3,0,1,0,3,0,-1,2,255,2,1798,1,3,23,13,15,2,11,0,994
1,0,3,3,2,2,3,1,59,0,4562,0,7,8,50,2,1,1,2,3571
1,0,2,3,0,0,-1,1,178,1,1006,1,1,14,10,18,2,4,8,1789
1,1,3,3,0,1,-1,1,119,0,77,2,5,8,13,22,1,11,1,2170
1,0,3,0,2,2,2,0,282,1,4428,0,6,11,44,1,0,7,3,2751
3,0,3,2,1,0,-1,2,91,1,1630,0,5,13,4,9,0,8,5,1470
0,0,2,3,3,2,2,2,202,0,9282,3,7,11,27,8,0,3,9,3199
1,1,0,3,3,2,3,1,183,2,7025,3,2,0,49,2,2,7,15,3443
1,0,0,1,0,1,-1,1,299,3,1,3,7,3,43,3,1,9,6,3238
2,1,3,3,0,2,2,2,88,1,5321,3,4,16,41,24,0,9,2,2598
1,0,1,1,0,2,4,0,89,2,7423,1,2,7,12,11,1,8,14,1479
2,1,3,3,2,1,-1,1,273,1,55,2,3,12,20,4,1,5,2,977
3,1,3,3,3,0,-1,1,104,0,87,2,3,12,31,13,1,2,1,1589
3,0,1,3,0,2,4,0,176,1,4373,3,2,11,14,1,0,12,5,1184
3,0,2,2,1,2,2,2,256,2,7576,0,7,10,9,9,1,15,1,2514
0,0,2,2,0,1,-1,0,122,1,5,0,7,18,19,18,0,12,0,2056
0,1,0,3,1,1,-1,2,211,3,76,2,7,17,5,2,1,9,13,2546
2,1,1,2,2,2,1,1,260,1,2468,2,7,18,43,24,0,13,15,2334
2,1,2,1,0,2,3,1,187,0,8542,0,1,18,7,19,0,7,13,4131
0,0,3,2,1,1,-1,2,259,0,53,0,1,22,40,14,0,10,9,1857
0,0,0,1,3,2,4,0,209,1,9970,1,6,2,48,23,1,11,2,2127
3,0,3,3,1,0,-1,2,126,0,118,3,2,15,44,7,1,8,12,1738
3,0,2,1,1,2,3,1,152,2,6040,2,3,7,49,22,2,8,9,2779
1,1,1,1,0,0,-1,1,168,3,1202,1,4,24,47,20,2,8,1,4219
0,1,2,0,1,2,3,0,142,0,1943,0,7,9,14,0,2,9,12,2966
1,1,3,3,3,1,-1,1,95,2,95,2,6,1,42,9,1,0,14,1417
0,1,1,3,2,1,-1,0,111,3,70,3,7,23,40,9,1,15,10,3444
3,1,1,0,2,1,-1,1,61,0,63,3,4,13,11,23,0,5,13,1641
2,0,0,2,0,2,0,1,183,3,2132,3,5,8,37,9,2,3,10,2886
1,1,2,2,2,1,-1,0,152,2,91,3,7,2,50,4,1,4,3,2537
3,0,3,2,3,2,0,1,117,1,185,3,2,9,5,20,2,5,4,572
1,1,2,0,3,2,0,2,163,0,3674,1,4,15,44,17,2,11,8,4285
2,0,3,3,0,2,4,2,181,1,7643,0,5,12,46,12,0,14,5,1837
1,1,1,2,0,1,-1,1,236,3,7,2,4,12,48,11,1,10,3,3280
2,0,3,0,0,2,3,1,109,3,3237,2,3,6,46,14,1,1,12,2721
1,0,2,2,1,0,-1,0,211,0,1254,1,6,17,46,1,0,1,7,3095
0,1,0,1,2,1,-1,1,72,3,98,3,2,0,23,19,2,11,2,2537
2,1,2,0,2,2,3,0,264,0,8451,0,7,21,36,20,1,6,2,5247
3,0,2,2,3,1,-1,2,75,3,84,0,3,19,50,11,1,14,1,2601
3,1,2,1,2,0,-1,0,157,0,1396,2,5,4,13,10,0,11,12,1895
0,1,0,1,1,0,-1,0,165,0,1703,0,2,5,18,20,2,0,3,2189
1,1,0,0,3,2,2,1,242,1,1439,3,1,14,2,8,2,7,9,1089
3,0,1,0,3,1,-1,2,53,2,30,0,2,22,49,15,1,13,9,1109
0,0,0,2,0,0,-1,1,164,2,378,1,3,18,8,22,0,5,15,1328
0,1,3,3,0,1,-1,0,171,1,92,0,3,19,45,10,1,7,13,2298
3,0,3,3,1,0,-1,1,205,1,1007,0,7,11,47,14,0,2,6,1986
3,0,0,2,0,1,-1,0,284,2,63,3,4,7,28,0,1,3,9,1381
0,0,1,1,0,1,-1,2,233,2,60,0,7,22,22,24,1,5,1,1764
1,0,3,3,3,2,3,2,65,3,5498,1,7,8,18,13,0,6,6,4658
1,0,2,3,1,2,3,0,67,2,8858,3,6,11,10,10,1,11,0,3875
0,0,0,2,2,0,-1,2,54,2,879,0,3,11,46,19,1,9,0,1536
2,1,0,3,1,2,2,2,143,2,8590,1,5,7,36,18,1,4,7,3191
1,0,3,1,0,2,2,1,273,3,911,3,3,12,38,14,1,2,1,3129
3,1,3,3,0,1,-1,2,247,1,35,0,6,11,37,16,1,7,5,2294
3,0,3,3,1,0,-1,1,125,3,1096,0,5,3,13,5,1,2,12,2273
1,0,1,2,3,1,-1,2,197,0,43,3,2,21,5,5,0,5,6,1266
1,0,2,2,2,0,-1,0,159,0,1491,0,3,24,45,14,0,5,13,2578
0,1,3,2,0,1,-1,0,93,1,7,2,2,3,14,13,2,14,13,1513
0,1,0,3,3,2,2,2,132,2,5132,2,7,21,46,16,1,15,2,2445
0,1,1,2,2,1,-1,2,233,0,94,2,2,17,10,1,0,0,13,1771
0,0,3,0,0,0,-1,0,159,2,30,2,1,10,32,18,1,15,3,1335
2,0,3,3,3,1,-1,1,204,1,56,2,7,2,12,15,2,15,0,808
0,0,0,3,1,2,3,1,252,3,9734,1,7,11,0,18,2,14,0,5444
1,1,2,3,0,2,4,1,245,1,1092,0,6,16,12,7,2,1,13,2052
3,1,0,2,0,2,0,2,160,0,9363,0,4,11,10,24,1,9,10,5425
0,1,1,0,3,1,-1,1,220,2,27,2,5,2,35,6,1,11,5,1100
2,0,0,1,2,1,-1,0,187,3,24,1,3,18,1,14,2,14,12,2053
2,0,2,0,1,2,4,1,176,3,4407,1,7,18,29,13,2,2,5,2922
1,0,2,3,0,0,-1,2,292,2,1468,0,3,18,45,2,2,7,10,2160
1,1,2,3,1,2,1,2,234,3,5098,0,5,7,8,21,0,2,6,4963
2,1,2,2,3,2,3,0,61,1,4055,0,1,18,32,10,1,9,13,2207
0,0,2,2,3,2,0,1,71,1,352,3,5,1,13,4,1,15,2,1073
1,0,1,3,2,2,4,0,212,1,4273,3,6,21,41,12,1,6,11,2177
3,1,0,1,3,1,-1,2,56,0,7,2,4,15,24,7,2,6,8,1613
3,0,0,1,3,2,3,0,169,0,1769,1,7,18,34,0,2,2,9,2519
1,0,1,1,0,1,-1,0,123,1,43,0,4,23,10,4,0,2,5,1786
3,0,2,3,1,2,3,0,142,1,6372,3,7,12,44,4,2,6,11,3529
3,0,3,2,2,0,-1,0,126,2,1251,3,6,24,29,4,0,5,8,1311
2,0,2,2,2,2,1,1,138,1,6063,3,7,9,42,11,2,15,11,2819
2,0,1,3,0,2,2,2,138,0,8744,3,7,6,46,24,1,15,10,3404
1,1,2,2,3,2,3,0,260,2,1574,2,5,19,4,0,1,6,7,1721
3,0,0,1,0,0,-1,1,156,3,1672,0,3,13,15,4,0,10,4,2188
3,0,2,0,0,1,-1,2,291,2,98,0,2,10,30,16,2,4,9,1802
3,1,3,2,3,2,1,1,165,0,7287,3,6,19,29,11,0,7,4,3613
2,0,3,3,2,1,-1,0,190,0,29,1,7,0,38,21,0,10,3,2186
0,0,3,2,2,2,2,1,56,3,508,0,6,20,43,8,2,3,10,2676
2,0,0,0,0,2,4,0,75,1,1995,1,3,12,0,22,1,9,3,1183
0,1,3,1,2,2,3,2,173,3,1800,0,3,2,42,18,0,5,11,3579
2,0,0,2,3,1,-1,0,85,0,98,0,7,19,23,7,0,8,15,1915
1,0,0,2,0,1,-1,1,55,0,22,1,4,7,29,0,2,2,3,2370
1,0,2,3,2,2,0,2,238,3,3913,1,6,19,30,10,1,2,2,5238
2,0,3,2,2,1,-1,0,184,2,44,3,1,4,14,16,0,8,5,1022
2,0,0,1,1,0,-1,0,243,2,1598,2,1,2,15,17,0,0,5,1074
0,0,2,1,0,2,0,0,104,0,5677,2,2,8,34,19,0,0,9,4385
1,0,3,3,1,1,-1,2,267,2,83,3,7,21,38,19,0,1,6,1618
1,1,0,1,0,2,4,2,121,2,667,3,4,11,8,11,0,11,14,1499
2,0,0,0,2,2,1,2,286,3,7330,0,5,0,18,9,2,12,8,3780
0,1,0,3,2,1,-1,0,184,1,0,2,2,0,49,5,0,7,11,1873
1,1,0,2,2,1,-1,2,262,0,66,2,7,22,17,17,2,9,6,2272
3,1,1,2,1,1,-1,2,86,2,27,1,3,24,50,11,2,11,12,1599
0,0,0,0,0,0,-1,1,227,0,1981,0,1,23,49,6,1,2,3,2310
0,1,1,1,2,2,1,2,60,1,5743,2,3,3,37,18,1,10,10,2817
1,1,3,1,3,0,-1,0,267,0,1338,1,3,16,18,9,1,12,0,2091
0,0,0,0,0,1,-1,1,139,0,90,0,2,19,25,4,0,8,9,2143
1,1,0,3,1,0,-1,1,181,3,1182,2,5,22,39,21,0,4,3,3689
3,0,3,2,2,0,-1,1,279,3,347,0,3,24,2,15,2,0,5,2133
2,0,2,0,2,0,-1,2,122,1,1286,2,4,4,38,15,0,13,8,1458
1,1,2,3,3,2,1,0,281,2,2948,2,4,11,8,1,1,5,7,1903
1,1,2,0,2,1,-1,1,200,2,53,2,7,24,44,1,2,3,9,1594
0,1,0,0,2,2,2,2,60,2,2677,2,2,6,20,23,1,15,6,1594
0,1,1,0,3,0,-1,0,244,0,626,2,6,20,6,22,0,3,9,1755
0,0,0,3,0,0,-1,1,102,3,726,1,7,17,45,1,2,13,2,3399
0,0,1,1,2,0,-1,1,197,0,48,1,3,4,16,0,2,2,7,1567
2,1,0,3,2,2,2,0,117,1,6711,0,3,11,6,12,1,2,7,2344
0,1,3,0,0,1,-1,2,71,3,46,0,6,12,11,3,2,10,5,2790
0,0,1,2,2,1,-1,0,91,0,88,2,5,4,49,20,2,7,9,2067
1,0,2,1,0,1,-1,2,180,1,85,0,4,19,27,0,0,2,11,2118
2,1,2,2,0,1,-1,0,278,0,82,0,5,3,39,12,0,3,13,2791
2,1,3,1,0,0,-1,1,262,0,1972,1,7,12,42,11,1,15,5,2798
0,1,2,3,2,0,-1,2,69,3,1080,3,3,3,35,4,2,4,10,2861
1,0,1,2,0,2,3,2,69,3,9670,3,2,17,48,14,2,12,8,5411
0,1,2,0,3,1,-1,1,120,3,32,0,2,13,16,8,1,0,7,2310
3,1,3,3,2,1,-1,0,105,3,99,2,1,20,17,2,1,6,5,2349
1,0,1,1,1,1,-1,1,284,2,85,1,5,8,12,10,2,11,12,1302
0,1,3,3,3,2,2,2,243,3,9996,2,1,23,4,1,2,13,1,3538
2,0,3,1,3,2,4,1,118,1,6992,0,1,18,45,9,1,1,11,752
0,1,0,3,1,1,-1,0,289,0,72,1,2,8,6,17,2,0,2,2160
3,0,0,0,2,2,1,1,139,0,4202,1,2,11,48,1,2,0,1,2799
0,1,3,3,1,2,3,1,280,2,5546,1,7,12,24,14,1,0,6,3804
